Owner,Project,File Path,Is Helm Template,apiVersion,Has Behavior,MinReplicas,MaxReplicas,Metric Type,Metric Name,Target Kind,Target Value
mac2000,dotnet-fwdays-2018,autoscale.yml,False,autoscaling/v2beta1,False,3,20,Resource,cpu,,
steblynskyi,infrastructure,environments/qa/kubernetes/services/payments/public-api.yaml,False,autoscaling/v2,False,2,2,Resource,cpu,Utilization,85
steblynskyi,infrastructure,environments/qa/kubernetes/services/payments/public-api.yaml,False,autoscaling/v2,False,2,2,Resource,memory,AverageValue,250Mi
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/statcan_fdi-dotstatsuite.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/statcan_fdi-dotstatsuite.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/statcan_fdi-dotstatsuite.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/statcan_fdi-dotstatsuite.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/statcan_fdi-dotstatsuite.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
heemmanshuu,Audit_LLM_SecConFig,fetch_artifacthub/assets/statcan_fdi-dotstatsuite.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
waelaissi,pfe-kubernetes,deployments/front-hpa.yaml,False,autoscaling/v2,False,2,6,Resource,cpu,Utilization,50
tis-system,charts,charts/istio/1.16.4/istio-control/istio-discovery/files/gen-istio.yaml,True,autoscaling/v2,False,1,5,Resource,cpu,Utilization,80
eizaburo,simple-3container-202507,my_kuber_manifest.yml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
tushardashpute,hpa_custom_metrics,5-demo/3-hpa-http-requests.yaml,False,autoscaling/v2beta2,False,1,10,Pods,http_requests_per_second,AverageValue,500m
tushardashpute,hpa_custom_metrics,5-demo/3-hpa-http-requests.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,80
reedu-reengineering-education,foodmission-data-framework,k8s/patches/production.yaml,False,autoscaling/v2,False,5,20,Resource,cpu,Utilization,60
reedu-reengineering-education,foodmission-data-framework,k8s/patches/production.yaml,False,autoscaling/v2,False,5,20,Resource,memory,Utilization,70
elioseverojunior,take-home-assignment,linux/additional_resources.yaml,True,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
elioseverojunior,take-home-assignment,linux/additional_resources.yaml,True,autoscaling/v2,False,2,10,Resource,memory,Utilization,50
santhoshmp,LearningPlanner,.kiro/specs/child-progress-module/deployment/kubernetes/child-progress-deployment.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
santhoshmp,LearningPlanner,.kiro/specs/child-progress-module/deployment/kubernetes/child-progress-deployment.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
santhoshmp,LearningPlanner,.kiro/specs/child-progress-module/deployment/kubernetes/child-progress-deployment.yaml,False,autoscaling/v2,False,2,6,Resource,cpu,Utilization,70
santhoshmp,LearningPlanner,.kiro/specs/child-progress-module/deployment/kubernetes/child-progress-deployment.yaml,False,autoscaling/v2,False,2,6,Resource,memory,Utilization,80
torpedowf,sf_kuber,D3.4-main/manifest_deploy.yaml,False,autoscaling/v2,False,3,5,Resource,cpu,Utilization,75
torpedowf,sf_kuber,D3.4-main/manifest_deploy.yaml,False,autoscaling/v2,False,3,5,Resource,memory,Utilization,80
ruslanbaba,Zero-Downtime-OpenStack-Upgrades-with-Blue-Green-Control-Plane,kubernetes/keystone-green.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
ruslanbaba,Zero-Downtime-OpenStack-Upgrades-with-Blue-Green-Control-Plane,kubernetes/keystone-green.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
nagcloudlab,docker-k8s-batch6,2-k8s-lab/7-auto-scaling/HPA/nginx-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
nagcloudlab,java-devsecops-batch2,docker-k8s/2-k8s-lab/7-auto-scaling/hpa/nginx-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,2,10,Resource,memory,Utilization,80
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,3,15,Resource,cpu,Utilization,70
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,3,15,Resource,memory,Utilization,80
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,2,8,Resource,cpu,Utilization,75
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,2,8,Resource,memory,Utilization,85
kakashi3lite,AI-News,mlops/kubernetes/services.yaml,False,autoscaling/v2,False,2,8,Resource,nvidia.com/gpu,Utilization,80
nagcloudlab,java-devsecops-batch3,week4/2-k8s-lab/7-auto-scaling/hpa/nginx-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
nagcloudlab,devops-with-kck,2-docker-k8s/lab/2-k8s-lab/7-auto-scaling/hpa/nginx-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,50
aws-samples,sample-aws-do-nemo,to/kubernetes/template/040-hpa.yaml,False,autoscaling/v2beta2,False,1,20,Resource,cpu,Utilization,50
ARRahimipour,Sananet-DevOps-Engineering-Course,Session 13/Exercise/Atsea Shop/k8s/hpa-appserver.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,60
sahil9801,AWS_Dock,to/kubernetes/template/040-hpa.yaml,False,autoscaling/v2beta2,False,1,20,Resource,cpu,Utilization,50
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-ilm-ambient/base/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-ilm-ambient/base/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-ilm-ambient/base/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-ilm-ambient/base/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-ilm-ambient/base/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-istio-helm-ambient/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-istio-helm-ambient/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-istio-helm-ambient/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-istio-helm-ambient/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
solo-io,aoa-catalog,environments/gloo-gateway/gateway-api/1.18/with-istio-helm-ambient/tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
danehans,service-mesh-for-less-blog,tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
danehans,service-mesh-for-less-blog,tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
danehans,service-mesh-for-less-blog,tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
danehans,service-mesh-for-less-blog,tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
danehans,service-mesh-for-less-blog,tiered-app/5-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
Dar-Blockchain,talentai,frontend-deployment.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,70
pepperyfaithf,ifconfig.me,k8s/20-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.5/full-installation/istio-external-gateways-install.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
rytswd,get-istio-multicluster,clusters/dolphin/istio/installation/generated-manifests/1.9.5/full-installation/istio-external-gateways-install.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
bmuschko,cka-study-guide,app-a/ch12/auto-scaling/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,cpu,Utilization,75
bmuschko,cka-study-guide,app-a/ch12/auto-scaling/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,memory,Utilization,60
TomSpencerLondon,kubernetes-bootcamp,13-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,cpu,Utilization,75
TomSpencerLondon,kubernetes-bootcamp,13-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,memory,Utilization,60
vishymails,ckad-feb2025,13-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,cpu,Utilization,75
vishymails,ckad-feb2025,13-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,memory,Utilization,60
saranraj-git,CKAD_Training,2-Application_Deployment/12-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,cpu,Utilization,75
saranraj-git,CKAD_Training,2-Application_Deployment/12-deployment-horizontal-pod-autoscaler/solution/nginx-hpa.yaml,False,autoscaling/v2,False,3,8,Resource,memory,Utilization,60
elioseverojunior,take-home-assignment,kubernetes/additional_resources.yaml,True,autoscaling/v2,False,2,10,Resource,cpu,Utilization,50
elioseverojunior,take-home-assignment,kubernetes/additional_resources.yaml,True,autoscaling/v2,False,2,10,Resource,memory,Utilization,50
aadarsh-siddha,Brain-Tumor-Classification,frontend/kubernetes/hpa.yaml,False,autoscaling/v2,True,1,4,Resource,cpu,Utilization,60
EchoSkorJjj,IS213-Education-Helper,deployment/kubernetes/simple/contents/contents-service-hpa.yaml,False,autoscaling/v2,True,1,6,Resource,cpu,Utilization,75
praveen18k,k8-roboshop,web/manifest.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,75
alex-ayibyan,IctArchitecture,k8s/manifests/04-price-comparison-service.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,70
iwiick-insighture,iwiick-bean-and-brew-gitops,kustomize/overlay/staging/pasan-coffee-shop-svc/hpa-v1-0-0-patch.yaml,False,autoscaling/v2,False,,,,,,
raindrive100,rameshm-llmeng,k8sconfig/llmchat-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,70
plataformas-II-lsj,infraestructure,k8s/hpa/todos-api-hpa.yaml,False,autoscaling/v2,True,1,2,Resource,cpu,Utilization,80
blairisme,newton,deployment/kub-deploy.yaml,False,autoscaling/v2beta1,False,2,5,Resource,cpu,,
Sandmanmmm,GameForge-2.0,k8s/ai-platform/torchserve-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
Sandmanmmm,GameForge-2.0,k8s/ai-platform/torchserve-deployment.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
Sandmanmmm,GameForge-2.0,k8s/ai-platform/torchserve-deployment.yaml,False,autoscaling/v2,True,2,10,Pods,torchserve_inference_requests_total,AverageValue,100
Sandmanmmm,GameForge-2.0,k8s/ai-platform/torchserve-deployment.yaml,False,autoscaling/v2,True,3,20,Resource,cpu,Utilization,60
Sandmanmmm,GameForge-2.0,k8s/ai-platform/torchserve-deployment.yaml,False,autoscaling/v2,True,3,20,Resource,memory,Utilization,70
thetsajeet,lab,kube/playground/section9/grade-submission-portal/grade-submission-portal-hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,50
rdsea,sys4bigml,tutorials/MLServing/deloyment/scaler/hpa_proc.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,95
MaxK789,Publishing,k8s/orders-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
Aada-2025,R131-Kub-Manfisto,deployment.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,2
Akhyame,k8s-simple-install,manifests/dashboard.yaml,False,autoscaling/v2,True,1,3,Resource,cpu,Utilization,80
Akhyame,k8s-simple-install,manifests/dashboard.yaml,False,autoscaling/v2,True,1,3,Resource,memory,Utilization,80
KhalilKrugerOS,ML_Pipeline_Workshop,deployment.yml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,10
NiranjanV12,kubernetes_files,hpa-microsvc-statis-1.yaml,False,autoscaling/v2beta2,False,1,10,Resource,memory,Utilization,20
raz-project,projectDev1,complex-hpa.yaml,False,autoscaling/v2,True,1,10,Resource,cpu,Utilization,20
raz-project,projectDev1,complex-hpa.yaml,False,autoscaling/v2,True,1,10,Resource,memory,Utilization,30
raz-project,projectDev1,complex-hpa.yaml,False,autoscaling/v2,True,1,10,Pods,http_requests_per_second,AverageValue,1
Engineer-Guild-Hackathon,team-21-app,k8s/backend.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
danieleschmidt,sentiment-analyzer-pro,kubernetes/deployment.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
danieleschmidt,sentiment-analyzer-pro,kubernetes/deployment.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
FIAP-Tech-Challenge-53,fiap-irango-k8s,.k8s/order/hpa.yml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,50
hamzaacode,spring-boot-k8s-demo,k8s/qa.yaml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,70
hamzaacode,spring-boot-k8s-demo,k8s/qa.yaml,False,autoscaling/v2,False,2,5,Resource,memory,Utilization,80
marcosotomac,ml-geometry,k8s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
marcosotomac,ml-geometry,k8s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,memory,Utilization,80
mzegarras,Galaxy-K8S-202109,Lab05/02_NetCore-Demo/k8s/03_customers_hpa.yaml,False,autoscaling/v2beta2,False,1,5,Resource,cpu,Utilization,40
DB-Vincent,tech-talk,4-load-balancer/4-load-balancer.yaml,False,autoscaling/v2,True,1,10,Resource,cpu,Utilization,50
steblynskyi,infrastructure,environments/qa/kubernetes/services/ops/interview-management-system-v2.yaml,False,autoscaling/v2beta2,False,2,3,Resource,cpu,Utilization,65
steblynskyi,infrastructure,environments/qa/kubernetes/services/ops/interview-management-system-v2.yaml,False,autoscaling/v2beta2,False,2,3,Resource,memory,AverageValue,220Mi
Greatify,ExamX-V2-Frontend-Deployment,k8s/base/autoscaling/frontend-autoscaler.yaml,False,autoscaling/v2,True,1,20,Resource,cpu,Utilization,70
Greatify,ExamX-V2-Frontend-Deployment,k8s/base/autoscaling/frontend-autoscaler.yaml,False,autoscaling/v2,True,1,20,Resource,memory,Utilization,80
Laasya-07,Sample_Java,Sample_Java/app-hpa.yaml,False,autoscaling/v2beta2,False,1,3,Resource,cpu,Utilization,50
Laasya-07,Sample_Java,Sample_Java/app-hpa.yaml,False,autoscaling/v2beta2,False,1,3,Resource,memory,Utilization,50
Arijit634,notes-app,notes-backend/k8s/deployment.yaml,False,autoscaling/v2,False,3,10,Resource,cpu,Utilization,70
Arijit634,notes-app,notes-backend/k8s/deployment.yaml,False,autoscaling/v2,False,3,10,Resource,memory,Utilization,80
projeli,k8s,wiki-service-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,70
danieleschmidt,sql-synth-agentic-playground,k8s-deployment.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
danieleschmidt,sql-synth-agentic-playground,k8s-deployment.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
mariotraub,cloud_uek,block-10/1/k8s/frontend.yml,False,autoscaling/v2,False,2,4,Resource,cpu,Utilization,80
BlueSkunka,M2-kubernetes,kuboro/classic_version/application/app-hpa.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,20
kevinprayoga,E-Wallet,deploy/k8s/app/hpa.yml,False,autoscaling/v2,False,2,5,Resource,cpu,Utilization,70
will-ondrik,cs_term_project,kubernetes/app-horizontal-deployment.yml,False,autoscaling/v2,False,2,6,Resource,cpu,Utilization,5
kurt70,dockerk8sworkshop,exercises/k8s/Exercise_08/new-hpa.yaml,False,autoscaling/v2,False,1,10,Pods,container_network_transmit_bytes_total,AverageValue,1
fminna,LLM-Helm-Fix,templates/wallarm-oob_template.yaml,True,autoscaling/v2beta1,False,1,5,Resource,cpu,,
fminna,LLM-Helm-Fix,templates/wallarm-oob_template.yaml,True,autoscaling/v2beta1,False,1,5,Resource,memory,,
kkjhamb01,courier-management,automate-pricing.yml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
zearkiatos,medpet-chatbot-service,kubernetes/k8s-hpa.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,50
suat0,cs436,backend/deployment.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,70
suat0,cs436,backend/deployment.yaml,False,autoscaling/v2,False,1,10,Resource,memory,Utilization,80
gregheffner,k8-nginx-webpage,step2/autoscale.yml,False,autoscaling/v2,False,4,10,Resource,cpu,Utilization,50
mesa07-tech,ProjetoDarede,manifestos k8s/hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,60
mendoncas,onlineboutique,colocated-image.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
mendoncas,onlineboutique,colocated-image.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
cncamp,101,module11/hpa/hpav2.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
didi-dafa,didi-dafa,k8s.yaml,False,autoscaling/v2beta1,False,1,1,Resource,cpu,,
Jeanvaes,k8s.app.com,Charts/chart1/templates/uniestudiante-hpa.yaml,True,autoscaling/v2,False,1,3,Resource,cpu,Utilization,60
sajc30,cyber-threat-detector-logs,infrastructure/k8s/frontend-deployment.yaml,False,autoscaling/v2,True,2,5,Resource,cpu,Utilization,70
sajc30,cyber-threat-detector-logs,infrastructure/k8s/frontend-deployment.yaml,False,autoscaling/v2,True,2,5,Resource,memory,Utilization,80
mylesagray,tanzu-cluster-gitops,manifests/knative/05-mt-channel-broker.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,70
mylesagray,tanzu-cluster-gitops,manifests/knative/05-mt-channel-broker.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,70
shambhaviparashar,distributed-task-scheduler,kubernetes/worker.yaml,False,autoscaling/v2,True,3,20,Resource,cpu,Utilization,70
shambhaviparashar,distributed-task-scheduler,kubernetes/worker.yaml,False,autoscaling/v2,True,3,20,Resource,memory,Utilization,70
NT505-P21-KLTN-ThienLM-PhuongQTH,kubernetes-hub,manifests/base/CI-dashboard-monitoring/hpa.yml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,90
madhans13,iFixit-DevOps,k8s/client-react/Hpa.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,80
ASique-4,Practicas-SA-B-202012039,P5/hpa/inventory-hpa.yaml,False,autoscaling/v2,False,1,2,Resource,cpu,Utilization,80
chadalanlester,showcase,Project-11-IBMCloud-SRE/Project-11-IBMCloud-SRE/predictive-hpa.yaml,False,autoscaling/v2,False,1,10,External,predicted_qps,Value,20
Lavelee954,software-engineering,system-trading/k8s/applications/python-agents/technical-analysis.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
Lavelee954,software-engineering,system-trading/k8s/applications/python-agents/technical-analysis.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
mirzakhalov,flask-docker-k8s-sample,k8s/basic/autoscale.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
mirzakhalov,flask-docker-k8s-sample,k8s/basic/autoscale.yaml,False,autoscaling/v2beta2,False,1,10,Resource,memory,Utilization,45
erloma,Manaflo,backend/user-service/infrastructure/user-service-hpa.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
Cris245,Terraform-k8s,2_application/k8s-manifests/hpa-custom-metrics.yaml,False,autoscaling/v2,True,2,10,Resource,cpu,Utilization,70
Cris245,Terraform-k8s,2_application/k8s-manifests/hpa-custom-metrics.yaml,False,autoscaling/v2,True,2,10,Resource,memory,Utilization,80
Cris245,Terraform-k8s,2_application/k8s-manifests/hpa-custom-metrics.yaml,False,autoscaling/v2,True,2,10,Pods,http_requests_per_second,AverageValue,100
pconnell,DNDIO,src/aio/workerRoll-deployment.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,75
pconnell,DNDIO,src/aio/workerRoll-deployment.yaml,False,autoscaling/v2,False,1,10,Resource,memory,AverageValue,75Mi
Cxs1103,Kubernetes.config,tekton/parse2/tekton-pipelines/tekton-0.24.1.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
hippocampus-dev,hippocampus,cluster/manifests/loki/overlays/dev/patches/horizontal_pod_autoscaler.loki-distributor.yaml,False,autoscaling/v2,True,1,5,Resource,cpu,Utilization,80
sameershaik-coder,fastapi-k8s-demo,k8s/qa/orders-service.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
databydepew,mlops-monitoring,archive/manifests/hpa.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,80
robert-nguyenn,trading-platform-fullstack,k8s/backend-deployment.yaml,False,autoscaling/v2,True,3,20,Resource,cpu,Utilization,70
robert-nguyenn,trading-platform-fullstack,k8s/backend-deployment.yaml,False,autoscaling/v2,True,3,20,Resource,memory,Utilization,80
robert-nguyenn,trading-platform-fullstack,k8s/backend-deployment.yaml,False,autoscaling/v2,True,3,20,Pods,events_per_minute,AverageValue,10000
steblynskyi,infrastructure,environments/dev/kubernetes/services/pms/extensions-templates-web.yaml,False,autoscaling/v2,False,2,2,Resource,cpu,Utilization,85
steblynskyi,infrastructure,environments/dev/kubernetes/services/pms/extensions-templates-web.yaml,False,autoscaling/v2,False,2,2,Resource,memory,AverageValue,220Mi
danieleschmidt,protein-diffusion-design-lab,deployment/production/tpu_v6_production_config.yaml,False,autoscaling/v2,True,3,20,Resource,cpu,Utilization,70
danieleschmidt,protein-diffusion-design-lab,deployment/production/tpu_v6_production_config.yaml,False,autoscaling/v2,True,3,20,Resource,memory,Utilization,80
danieleschmidt,protein-diffusion-design-lab,deployment/production/tpu_v6_production_config.yaml,False,autoscaling/v2,True,3,20,Pods,protein_generations_per_second,AverageValue,10
rommelsinkam,espresso-shop-project,.vscode-server/data/User/History/71600096/8d5I.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
georgemarantos,AKS_Projects,Ratings_App/YAML_files/rating-hpa.yaml,False,autoscaling/v2beta2,False,1,10,Resource,cpu,Utilization,50
mckang,gitbook_chatbot,deployments/service_socialbiz-fe.yaml,False,autoscaling/v2,True,1,1,Resource,cpu,Utilization,50
soulaimaneyahya,dockerize-php-xapp,infra/k8s/hpa/dockerize_xapp_nginx_hpa.yaml,False,autoscaling/v2,True,1,10,Resource,cpu,Utilization,50
soulaimaneyahya,dockerize-php-xapp,infra/k8s/hpa/dockerize_xapp_nginx_hpa.yaml,False,autoscaling/v2,True,1,10,Resource,memory,Utilization,50
johnbedeir,End-to-End-DevOps-AWS-Nodejs-Postgres,k8s/hpa.yml,False,autoscaling/v2beta2,False,2,10,Resource,memory,Utilization,30
RZPJR,auth,kubernetes/deploy-prod.yaml,False,autoscaling/v2,False,1,10,Resource,cpu,Utilization,75
RZPJR,auth,kubernetes/deploy-prod.yaml,False,autoscaling/v2,False,1,10,Resource,memory,Utilization,75
oscaromeu,home-ops,kubernetes/apps/default/podinfo/app/base/hpa.yaml,False,autoscaling/v2,False,2,4,Resource,cpu,Utilization,99
it-incubator,devops-masterclass,k8s/backend-hpa.yaml,False,autoscaling/v2,False,5,5,Resource,memory,Utilization,25
vfarcic,argo-workflows-vs-tekton-demo,tekton/base/pipeline.yaml,False,autoscaling/v2beta1,False,1,5,Resource,cpu,,
orbitstabilizer,SRT2024-Cloud-Team-6,tasks/week-2/hasankerem/multiplepods/complex-backend-hpa.yaml,False,autoscaling/v2,False,1,4,Resource,cpu,Utilization,50
ysoo,trajectorydemo,quote-api/k8s-deployment.yaml,False,autoscaling/v2,True,3,10,Resource,cpu,Utilization,70
ysoo,trajectorydemo,quote-api/k8s-deployment.yaml,False,autoscaling/v2,True,3,10,Resource,memory,Utilization,80
fminna,LLM-Helm-Fix,templates/tekton-pipelines_template.yaml,True,autoscaling/v2,False,1,5,Resource,cpu,Utilization,100
enriquegiraldo,ProyectoMemoria,frontend/k8s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,cpu,Utilization,70
enriquegiraldo,ProyectoMemoria,frontend/k8s/deployment.yaml,False,autoscaling/v2,False,2,10,Resource,memory,Utilization,80
kube-arbiter,arbiter,manifests/example/adapter/hpa-using-obi.yaml,False,autoscaling/v2beta1,False,1,5,External,,,
t2-project,devops,k8s/t2-microservices/autoscaling/hpa_orchestrator.yaml,False,autoscaling/v2,False,1,4,Resource,cpu,Utilization,80
Dembouz117,Ticket-Pulse,k8s/deployments/ticketing-deployment.yaml,False,autoscaling/v2,False,1,5,Resource,cpu,Utilization,70
Jaro233,aplikacja-magisterka,kubernetes/init-autoscaling/visits-service-autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,80
Jaro233,aplikacja-magisterka,kubernetes/init-autoscaling/visits-service-autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,memory,Utilization,80
Jaro233,aplikacja-magisterka,kubernetes/init-autoscaling/visits-service-autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,cpu,Utilization,80
Jaro233,aplikacja-magisterka,kubernetes/init-autoscaling/visits-service-autoscaling.yaml,False,autoscaling/v2,False,1,3,Resource,memory,Utilization,80
