repo_full_name,Owner,Project,File Path,apiVersion,Is Helm Template,Has Behavior,raw_length,Metric Type,Metric Name,HPAClass
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/influxdb_exporter_template.yaml,autoscaling/v2beta1,True,False,4745,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/influxdb_exporter_template.yaml,autoscaling/v2beta1,True,False,4745,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/janssen_template.yaml,autoscaling/v1,True,False,45579,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/service-deployment_template.yaml,autoscaling/v2,True,False,1818,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/istio-discovery_template.yaml,autoscaling/v2,True,False,107205,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/istio-discovery_template.yaml,autoscaling/v2,True,False,107205,Resource,cpu,LARGE_YAML
Darknet/hyprland-dotfiles,Darknet,hyprland-dotfiles,templates/projects/Kubernetes/hpa.yaml,autoscaling/v2,True,True,1020,Resource,cpu,HELM_TEMPLATED
Darknet/hyprland-dotfiles,Darknet,hyprland-dotfiles,templates/projects/Kubernetes/hpa.yaml,autoscaling/v2,True,True,1020,Resource,cpu,ADVANCED_BEHAVIOR
Darknet/hyprland-dotfiles,Darknet,hyprland-dotfiles,templates/projects/Kubernetes/hpa.yaml,autoscaling/v2,True,True,1020,Resource,memory,HELM_TEMPLATED
Darknet/hyprland-dotfiles,Darknet,hyprland-dotfiles,templates/projects/Kubernetes/hpa.yaml,autoscaling/v2,True,True,1020,Resource,memory,ADVANCED_BEHAVIOR
Darknet/hyprland-dotfiles,Darknet,hyprland-dotfiles,templates/projects/Kubernetes/hpa.yaml,autoscaling/v2,True,True,1020,Pods,http_requests_per_second,HELM_TEMPLATED
Darknet/hyprland-dotfiles,Darknet,hyprland-dotfiles,templates/projects/Kubernetes/hpa.yaml,autoscaling/v2,True,True,1020,Pods,http_requests_per_second,ADVANCED_BEHAVIOR
enesconf/helm-chart,enesconf,helm-chart,templates/hpa.yaml,autoscaling/v1,True,False,247,resource,cpu,V2_RESOURCE_CPU_MEMORY
enesconf/helm-chart,enesconf,helm-chart,templates/hpa.yaml,autoscaling/v1,True,False,247,resource,cpu,HELM_TEMPLATED
Sarvesh-GanesanW/groundzero-iceberg-provider-api,Sarvesh-GanesanW,groundzero-iceberg-provider-api,templates/iceberg/iceberg-template.yaml,autoscaling/v2,True,False,4099,Resource,cpu,HELM_TEMPLATED
Sarvesh-GanesanW/groundzero-iceberg-provider-api,Sarvesh-GanesanW,groundzero-iceberg-provider-api,templates/iceberg/iceberg-template.yaml,autoscaling/v2,True,False,4099,Resource,cpu,LARGE_YAML
Sarvesh-GanesanW/groundzero-iceberg-provider-api,Sarvesh-GanesanW,groundzero-iceberg-provider-api,templates/iceberg/iceberg-template.yaml,autoscaling/v2,True,False,4099,Resource,memory,HELM_TEMPLATED
Sarvesh-GanesanW/groundzero-iceberg-provider-api,Sarvesh-GanesanW,groundzero-iceberg-provider-api,templates/iceberg/iceberg-template.yaml,autoscaling/v2,True,False,4099,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/whatsapp_template.yaml,autoscaling/v1,True,False,20461,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/whatsapp_template.yaml,autoscaling/v1,True,False,20461,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/whatsapp_template.yaml,autoscaling/v1,True,False,20461,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/whatsapp_template.yaml,autoscaling/v1,True,False,20461,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/whatsapp_template.yaml,autoscaling/v1,True,False,20461,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/whatsapp_template.yaml,autoscaling/v1,True,False,20461,resource,cpu,LARGE_YAML
JeanPinzon/zero-backend-py-easy-rest,JeanPinzon,zero-backend-py-easy-rest,templates/kubernetes/overlays/staging/deployment.yml,autoscaling/v1,True,False,436,,,BASIC_V1_CPU
JeanPinzon/zero-backend-py-easy-rest,JeanPinzon,zero-backend-py-easy-rest,templates/kubernetes/overlays/staging/deployment.yml,autoscaling/v1,True,False,436,,,HELM_TEMPLATED
cyse7125-su24-team12/helm-webapp-cve-consumer,cyse7125-su24-team12,helm-webapp-cve-consumer,templates/hpa.yaml,autoscaling/v2,True,False,499,Resource,cpu,HELM_TEMPLATED
cyse7125-su24-team12/helm-webapp-cve-consumer,cyse7125-su24-team12,helm-webapp-cve-consumer,templates/hpa.yaml,autoscaling/v2,True,False,499,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/electric-mail_template.yaml,autoscaling/v2beta2,True,False,52694,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/electric-mail_template.yaml,autoscaling/v2beta2,True,False,52694,Resource,cpu,LARGE_YAML
juniyasyos/rocketchat-iac-seal-final-project,juniyasyos,rocketchat-iac-seal-final-project,templates/kubernetes/examples-k8s-manifest/horizontal-pod-autoscaler.yaml,autoscaling/v2,True,False,1242,Resource,cpu,HELM_TEMPLATED
juniyasyos/rocketchat-iac-seal-final-project,juniyasyos,rocketchat-iac-seal-final-project,templates/kubernetes/examples-k8s-manifest/horizontal-pod-autoscaler.yaml,autoscaling/v2,True,False,1242,Resource,memory,HELM_TEMPLATED
Arunzion/zionix-be-v1,Arunzion,zionix-be-v1,templates/microservice-template/k8s/base/service.yaml,autoscaling/v2,True,False,3783,Resource,cpu,HELM_TEMPLATED
Arunzion/zionix-be-v1,Arunzion,zionix-be-v1,templates/microservice-template/k8s/base/service.yaml,autoscaling/v2,True,False,3783,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/gluu_template.yaml,autoscaling/v1,True,False,49319,resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/my-app-name_template.yaml,autoscaling/v1,True,False,2444,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/my-app-name_template.yaml,autoscaling/v1,True,False,2444,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/easyclaim-frontend_template.yaml,autoscaling/v1,True,False,2999,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/easyclaim-frontend_template.yaml,autoscaling/v1,True,False,2999,resource,cpu,HELM_TEMPLATED
Microservices-for-chatbot/helm_chart,Microservices-for-chatbot,helm_chart,templates/hpa.yaml,autoscaling/v2,True,False,709,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/apim3_template.yaml,autoscaling/v2,True,False,34071,Resource,cpu,LARGE_YAML
michel-heon/jena-fuseki-docker,michel-heon,jena-fuseki-docker,templates/deployment-template.yaml,autoscaling/v2,True,False,1750,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/vald_template.yaml,autoscaling/v2,True,False,109114,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/vald_template.yaml,autoscaling/v2,True,False,109114,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/one-green-core_template.yaml,autoscaling/v2beta1,True,False,66185,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/one-green-core_template.yaml,autoscaling/v2beta1,True,False,66185,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kubecache_template.yaml,autoscaling/v2,True,False,5873,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kubecache_template.yaml,autoscaling/v2,True,False,5873,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/pet-battle-api_template.yaml,autoscaling/v2,True,False,14886,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/pet-battle-api_template.yaml,autoscaling/v2,True,False,14886,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/pet-battle-api_template.yaml,autoscaling/v2,True,False,14886,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/pet-battle-api_template.yaml,autoscaling/v2,True,False,14886,Resource,memory,LARGE_YAML
oscarmartinez0880/cluckin-bell-infra,oscarmartinez0880,cluckin-bell-infra,templates/kustomize/cluckin-bell-app/overlays/prod/hpa.yaml,autoscaling/v2,True,False,411,Resource,cpu,HELM_TEMPLATED
marzonev/M109,marzonev,M109,templates/hpa.yaml,autoscaling/v2,True,False,3038,Resource,cpu,HELM_TEMPLATED
marzonev/M109,marzonev,M109,templates/hpa.yaml,autoscaling/v2,True,False,3038,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/camo_template.yaml,autoscaling/v2beta1,True,False,3926,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/cluster-warmer_template.yaml,autoscaling/v1,True,False,967,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/cluster-warmer_template.yaml,autoscaling/v1,True,False,967,resource,cpu,HELM_TEMPLATED
ivee-tech/az-scripts,ivee-tech,az-scripts,Templates/AKS/misc/php-apache.hpa.mem.2.yml,autoscaling/v2beta2,False,False,363,Resource,memory,UNKNOWN
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-admission-controller-starter_template.yaml,autoscaling/v2,True,False,12596,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-admission-controller-starter_template.yaml,autoscaling/v2,True,False,12596,Resource,cpu,LARGE_YAML
JeanPinzon/zero-backend-py-easy-rest,JeanPinzon,zero-backend-py-easy-rest,templates/kubernetes/base/deployment.yml,autoscaling/v1,True,False,863,resource,cpu,V2_RESOURCE_CPU_MEMORY
JeanPinzon/zero-backend-py-easy-rest,JeanPinzon,zero-backend-py-easy-rest,templates/kubernetes/base/deployment.yml,autoscaling/v1,True,False,863,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,cpu,ADVANCED_BEHAVIOR
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,memory,ADVANCED_BEHAVIOR
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,cpu,ADVANCED_BEHAVIOR
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,memory,ADVANCED_BEHAVIOR
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/kube-wordpress-mysql_template.yaml,autoscaling/v2beta2,True,True,9629,Resource,memory,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/uptime-bot_template.yaml,autoscaling/v2,True,False,10026,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/uptime-bot_template.yaml,autoscaling/v2,True,False,10026,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/uptime-bot_template.yaml,autoscaling/v2,True,False,10026,Resource,memory,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/uptime-bot_template.yaml,autoscaling/v2,True,False,10026,Resource,memory,LARGE_YAML
terraform-eks/sportlink_helm_chart,terraform-eks,sportlink_helm_chart,templates/autoscaling.yaml,autoscaling/v2,True,False,377,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/wekan_template.yaml,autoscaling/v1,True,False,3278,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/wekan_template.yaml,autoscaling/v1,True,False,3278,resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/tfy-buildkitd-service_template.yaml,autoscaling/v2,True,False,3450,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/imaginary_template.yaml,autoscaling/v1,True,False,2577,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/imaginary_template.yaml,autoscaling/v1,True,False,2577,resource,cpu,HELM_TEMPLATED
ivee-tech/az-scripts,ivee-tech,az-scripts,Templates/AKS/misc/evhub-test.hpa.yml,autoscaling/v2beta1,False,False,326,Resource,cpu,UNKNOWN
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/sampleapp_template.yaml,autoscaling/v2,True,False,1104,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/deckard_template.yaml,autoscaling/v2,True,False,26726,Resource,cpu,HELM_TEMPLATED
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/deckard_template.yaml,autoscaling/v2,True,False,26726,Resource,cpu,LARGE_YAML
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/snowplow-iglu-server_template.yaml,autoscaling/v1,True,False,3554,resource,cpu,V2_RESOURCE_CPU_MEMORY
fminna/LLM-Helm-Fix,fminna,LLM-Helm-Fix,templates/snowplow-iglu-server_template.yaml,autoscaling/v1,True,False,3554,resource,cpu,HELM_TEMPLATED
mycroft/k8s-home,mycroft,k8s-home,charts/static/tekton/tekton-pipeline-release.yaml,autoscaling/v2,True,False,116534,Resource,cpu,HELM_TEMPLATED
mycroft/k8s-home,mycroft,k8s-home,charts/static/tekton/tekton-pipeline-release.yaml,autoscaling/v2,True,False,116534,Resource,cpu,LARGE_YAML
lward27/lucas_engineering,lward27,lucas_engineering,charts/tekton-pipeline/release.yaml,autoscaling/v2,True,False,129071,Resource,cpu,HELM_TEMPLATED
lward27/lucas_engineering,lward27,lucas_engineering,charts/tekton-pipeline/release.yaml,autoscaling/v2,True,False,129071,Resource,cpu,LARGE_YAML
vgurukool/tla-helm,vgurukool,tla-helm,charts/tla/jitsi-k8s/base/jvb-hpa.yml,autoscaling/v2,True,True,891,Resource,cpu,HELM_TEMPLATED
vgurukool/tla-helm,vgurukool,tla-helm,charts/tla/jitsi-k8s/base/jvb-hpa.yml,autoscaling/v2,True,True,891,Resource,cpu,ADVANCED_BEHAVIOR
AlyonaCIA/MLops-Dummies,AlyonaCIA,MLops-Dummies,charts/hpa.yaml,autoscaling/v1,True,False,254,resource,cpu,V2_RESOURCE_CPU_MEMORY
AlyonaCIA/MLops-Dummies,AlyonaCIA,MLops-Dummies,charts/hpa.yaml,autoscaling/v1,True,False,254,resource,cpu,HELM_TEMPLATED
devtron-labs/charts,devtron-labs,charts,charts/knative-installer/templates/eventing-core.yaml,autoscaling/v2beta2,True,False,186510,Resource,cpu,HELM_TEMPLATED
devtron-labs/charts,devtron-labs,charts,charts/knative-installer/templates/eventing-core.yaml,autoscaling/v2beta2,True,False,186510,Resource,cpu,LARGE_YAML
vgurukool/tla-helm,vgurukool,tla-helm,charts/tla/jitsi-k8s/base/jibri-hpa.yaml,autoscaling/v2,True,True,2261,Object,jibri_busy,HELM_TEMPLATED
vgurukool/tla-helm,vgurukool,tla-helm,charts/tla/jitsi-k8s/base/jibri-hpa.yaml,autoscaling/v2,True,True,2261,Object,jibri_busy,ADVANCED_BEHAVIOR
yagizkambak/gitops-argo-cd,yagizkambak,gitops-argo-cd,charts/gitops-react-app/autoscaler.yaml,autoscaling/v2beta2,True,False,466,Resource,cpu,HELM_TEMPLATED
ryan-a-baker/k8s-scaling-demo,ryan-a-baker,k8s-scaling-demo,charts/rabbitmq-sample-app/templates/hpa.yaml,autoscaling/v2beta2,True,False,508,Object,rabbitmq_queue_messages,HELM_TEMPLATED
derrickSh43/Enterprise-Ready-Kubernetes-Lab-with-RBAC-CI-CD-HPA,derrickSh43,Enterprise-Ready-Kubernetes-Lab-with-RBAC-CI-CD-HPA,charts/nginx-hpa/nginx-hpa.yaml,autoscaling/v2,True,False,385,Resource,cpu,HELM_TEMPLATED
tetratelabs/helm-charts,tetratelabs,helm-charts,charts/istio/1.16.6-tetrate-v0/istio-control/istio-discovery/files/gen-istio.yaml,autoscaling/v2,True,False,107455,Resource,cpu,HELM_TEMPLATED
tetratelabs/helm-charts,tetratelabs,helm-charts,charts/istio/1.16.6-tetrate-v0/istio-control/istio-discovery/files/gen-istio.yaml,autoscaling/v2,True,False,107455,Resource,cpu,LARGE_YAML
tis-system/charts,tis-system,charts,charts/istio/1.16.6/istio-control/istio-discovery/files/gen-istio.yaml,autoscaling/v2,True,False,107455,Resource,cpu,HELM_TEMPLATED
tis-system/charts,tis-system,charts,charts/istio/1.16.6/istio-control/istio-discovery/files/gen-istio.yaml,autoscaling/v2,True,False,107455,Resource,cpu,LARGE_YAML
patnaik-s/Weather-app,patnaik-s,Weather-app,hpa.yaml,autoscaling/v1,False,False,265,resource,cpu,V2_RESOURCE_CPU_MEMORY
genewang0929/transaction-monitor,genewang0929,transaction-monitor,k8s/hpa.yaml,autoscaling/v2,False,False,512,Resource,cpu,UNKNOWN
genewang0929/transaction-monitor,genewang0929,transaction-monitor,k8s/hpa.yaml,autoscaling/v2,False,False,512,Resource,memory,UNKNOWN
pgruchala/notesKC,pgruchala,notesKC,k8s-hpa.yaml,autoscaling/v2,False,False,486,Resource,cpu,UNKNOWN
pgruchala/notesKC,pgruchala,notesKC,k8s-hpa.yaml,autoscaling/v2,False,False,486,Resource,memory,UNKNOWN
iamsamitdev/IngressCluster,iamsamitdev,IngressCluster,hpa-v1.yml,autoscaling/v1,False,False,261,resource,cpu,V2_RESOURCE_CPU_MEMORY
