repo_full_name,stargazers_count,created_at,pushed_at
Makhuta/truecharts-archive-scale-catalog,3,2024-07-15T02:10:27Z,2024-09-23T23:35:19Z
cb-kubecd/bdd-gh-1602149413,0,2020-10-08T09:30:15Z,2020-10-08T09:46:28Z
cnrancher/kube-explorer-ui,5,2021-08-18T01:59:05Z,2024-10-17T08:12:13Z
cloudnativeapp/charts,417,2019-06-10T00:24:20Z,2023-05-29T12:10:37Z
PlaidCloud/plaidcloud-docs,0,2022-04-06T15:02:10Z,2025-09-02T19:15:45Z
gonzaloacosta/voting-app,0,2021-09-07T19:36:04Z,2021-09-24T14:28:10Z
MukeshTatrari/core_framework,0,2022-12-11T05:06:35Z,2022-12-11T05:07:28Z
torimono/sockshop-groupe,1,2024-04-25T05:00:22Z,2024-05-11T15:04:51Z
Obmondo/kubeaid,45,2023-01-12T10:12:33Z,2025-10-07T09:48:21Z
epam/edp-ddm-process-history-service-api,0,2022-11-10T17:31:06Z,2025-03-04T15:28:26Z
iamsamitdev/KubernateDemoBCEL,1,2024-10-03T13:12:10Z,2024-10-03T13:14:26Z
bizflycloud/karpenter-provider-bizflycloud,2,2025-04-18T06:45:43Z,2025-09-22T09:32:12Z
widdix123/eks-microservice-demo,0,2021-12-21T15:25:03Z,2021-12-30T11:16:56Z
kedify/examples,4,2023-12-01T16:06:25Z,2025-10-02T16:25:57Z
SoulSyncFrequency/SoulSyncApp,0,2025-09-08T00:15:20Z,2025-10-01T21:08:35Z
ibnummuhammad/kubernetes-cluster,0,2025-04-27T16:55:21Z,2025-06-21T14:11:09Z
abhishekm2610/gpu-autoscaling-scripts,0,2025-08-14T03:54:33Z,2025-08-16T01:05:04Z
ssorato/linuxtips-aws-container-architecture,0,2024-09-07T12:41:03Z,2025-10-04T12:51:23Z
magicliang/tiny-twitter,0,2025-09-02T07:39:26Z,2025-09-03T06:21:50Z
sameershaik-coder/fastapi-k8s-demo,0,2025-07-23T12:45:18Z,2025-08-04T12:36:41Z
llm-d/llm-d-inference-scheduler,97,2025-05-05T12:45:33Z,2025-10-07T19:40:27Z
rey265/Ticketing-Java,0,2024-06-02T08:27:45Z,2024-07-16T08:34:09Z
shchegolev-yury/abn-tha,0,2024-11-29T16:50:39Z,2024-11-29T16:50:53Z
ahmedelmelegy/go-app,0,2023-06-21T07:26:15Z,2023-06-21T07:46:50Z
gaganjot99/final-project-kube,0,2024-12-04T01:29:16Z,2024-12-07T12:32:12Z
jobscale/_,0,2018-09-06T04:10:30Z,2025-10-07T14:19:43Z
chandanchanchal/devops,6,2017-12-26T16:58:13Z,2025-09-15T06:03:35Z
bcgov/nr-data-catalogue,3,2024-04-10T18:11:22Z,2025-10-06T14:24:23Z
LZURISCV/k8s-test,0,2025-04-22T03:05:21Z,2025-06-03T09:36:45Z
aliasmee/kube-ops,0,2019-09-05T14:25:39Z,2020-05-15T08:54:27Z
CiscoDevNet/ContainerLabs,32,2019-07-17T04:44:38Z,2023-07-22T11:04:54Z
jesusovich/kallpa,0,2024-09-06T11:48:55Z,2025-08-20T15:42:31Z
youdian-xiaoshuai/helm-dify,0,2025-08-16T03:41:08Z,2025-08-19T07:20:57Z
siddi7/EcoLearn-AI-Platform,0,2025-09-12T15:41:02Z,2025-09-12T15:43:04Z
cloudcat-meow/bdd-spring-1585228122,0,2020-03-26T13:09:07Z,2020-03-26T13:23:14Z
MamangRust/monolith-pointofsale-grpc,0,2025-02-20T18:20:01Z,2025-10-03T12:35:34Z
mSvcBench/Istio-for-Liqo,0,2025-02-10T09:29:18Z,2025-06-12T13:54:37Z
codereversing/multicompilersystem,5,2021-05-19T01:41:11Z,2022-07-23T17:14:13Z
cloudcat-meow/bdd-spring-1585593004,0,2020-03-30T18:30:11Z,2020-03-30T18:31:07Z
ctria/knative-poc,0,2023-05-03T15:05:05Z,2023-05-03T15:22:05Z
Khagou/TP5-logging,0,2023-12-18T16:50:09Z,2024-02-22T13:18:07Z
Echo21bash/ops-script,4,2019-06-21T11:15:40Z,2025-09-03T13:22:09Z
jsangmin99/k8s-practice,0,2024-08-28T07:41:39Z,2024-09-03T03:53:29Z
ludesdeveloper/microservices-demo,3,2022-07-24T19:06:23Z,2022-07-25T02:34:45Z
lewispoul/pinox,0,2025-08-21T10:15:09Z,2025-08-30T15:07:51Z
renatinhosfaria/famagpt,0,2025-09-20T17:29:43Z,2025-09-24T18:12:24Z
giantswarm/starboard-exporter,61,2021-11-11T13:33:06Z,2025-10-06T19:35:59Z
sekhrivijay/search-service,0,2017-09-19T20:08:44Z,2018-02-19T00:04:19Z
cb-kubecd/bdd-gh-1586840067,0,2020-04-14T05:15:46Z,2020-04-14T05:35:37Z
maistra/istio-operator,106,2018-08-14T00:17:14Z,2025-09-26T10:21:26Z
Mpluya/tap-gitops-reference-implementation,0,2023-03-07T15:39:29Z,2023-12-11T18:04:40Z
dmakeroam/cronhpa-controller,5,2025-07-12T21:08:26Z,2025-07-12T21:18:07Z
fatihyldrmm/CodeCamp24Presentation,1,2024-08-17T11:18:33Z,2024-08-23T13:33:24Z
1730735794/myGraduationProject,0,2022-12-08T16:52:12Z,2023-05-10T10:21:22Z
Aakash181/Deployment,0,2024-01-02T08:28:07Z,2024-01-02T11:21:00Z
danieleschmidt/protein-diffusion-design-lab,1,2025-07-29T16:32:10Z,2025-08-28T20:48:24Z
third-place/platform,0,2024-02-02T02:57:20Z,2024-06-07T16:57:04Z
cb-kubecd/bdd-nh-import-1579482917,0,2020-01-20T01:32:46Z,2020-01-20T01:33:31Z
Godfrey22152/Kubernetes-RBAC-Management-Scripts,0,2024-10-09T07:42:27Z,2025-05-28T04:25:15Z
ibmbpm/cert-kubernetes-baw,1,2025-06-16T19:23:28Z,2025-09-02T06:46:22Z
xokacar/cloud-native-gitops-argocd-helm-image-updater,0,2024-10-22T10:38:54Z,2024-10-22T10:41:40Z
IshrakAdit/Microservice_Practice,0,2024-10-11T18:52:42Z,2025-06-12T21:38:39Z
mattmoore/geolocation,0,2024-09-26T02:56:27Z,2025-04-03T17:56:01Z
2694484453/helm-repo,0,2025-02-08T18:49:20Z,2025-07-09T14:02:13Z
CS3219-AY2324S1/ay2324s1-course-assessment-g11,3,2023-08-31T06:31:27Z,2023-11-18T08:35:16Z
Cedricxxx/CRV_MiniProjet,0,2024-03-25T16:37:55Z,2024-05-07T22:40:48Z
jorgealmansa/TFM-Jorge,0,2025-06-11T09:17:15Z,2025-06-12T11:08:29Z
mohan-abcd/gcp-repo,0,2023-06-22T03:46:17Z,2023-07-18T16:21:47Z
gridgentoo/osm,0,2022-12-22T14:03:36Z,2022-12-22T14:18:23Z
CalvinGraf1/cld,0,2025-03-28T13:32:32Z,2025-03-28T16:08:38Z
cb-kubecd/bdd-gh-1599506845,0,2020-09-07T19:27:30Z,2020-09-07T19:46:01Z
UKHomeOffice/hocs-helm-charts,0,2022-09-09T11:52:31Z,2024-07-09T09:33:58Z
trendmicro/cloudone-container-security-helm,20,2020-08-14T01:31:17Z,2025-08-20T13:56:30Z
flow-lab/diatom-pub,0,2022-09-30T12:55:28Z,2023-02-24T10:40:49Z
sriraju12/CKA,0,2025-03-17T13:21:39Z,2025-09-13T07:33:43Z
CodeGeek04/Go-Dynamic-Reverse-Proxy,0,2024-10-11T09:31:05Z,2024-10-11T09:49:04Z
gridgentoo/kiali-operator,0,2020-11-03T18:07:10Z,2020-11-03T18:07:31Z
frameless/huishoudboekje-nl-design-system-demo,0,2024-10-12T14:53:55Z,2024-10-12T15:03:58Z
MRPERFECT0603/SmartInbox,2,2024-06-29T17:17:31Z,2025-05-03T18:24:30Z
cb-kubecd/bdd-sbrp-import-1586100028,0,2020-04-05T15:46:41Z,2020-04-05T15:53:13Z
epfl-si/wiki.ops,1,2025-03-28T13:20:59Z,2025-08-18T12:40:58Z
Airren/SangforOpea,0,2025-03-18T15:18:06Z,2025-05-12T07:43:04Z
cb-kubecd/bdd-sbrp-import-1586294642,0,2020-04-07T21:35:05Z,2020-04-07T21:40:58Z
cb-kubecd/bdd-sbrp-import-1586345408,0,2020-04-08T11:40:54Z,2020-04-08T11:46:43Z
cb-kubecd/bdd-sbrp-import-1586510561,0,2020-04-10T09:22:58Z,2020-04-10T09:31:18Z
aliyun-computenest/quickstart-zabbix,0,2023-11-03T09:19:51Z,2024-12-23T06:31:03Z
CenterForOpenScience/helm-charts,118,2017-07-06T14:42:08Z,2025-09-30T14:28:09Z
viniolimpio3/AgentK,2,2025-04-06T16:55:39Z,2025-08-05T22:08:42Z
SHAIK-MOHAMMAD-IRFAN27/REAL_TIME_SIGN_LANGUAGE_CHATBOT_END2END,0,2025-04-17T10:51:39Z,2025-05-25T05:59:13Z
deiberts86/keycloak,0,2023-10-30T20:33:37Z,2025-01-05T22:00:12Z
RisingStack/example-kubernetes-nodejs,50,2017-06-23T11:08:12Z,2018-05-03T08:22:19Z
rafaelsulimann/backstage,0,2023-12-07T02:55:15Z,2024-07-16T23:11:00Z
macox-org/eeeee,0,2020-04-30T15:46:22Z,2020-04-30T15:46:54Z
corinnekrych/ddsd2,0,2020-04-14T14:04:34Z,2020-04-14T14:05:10Z
cb-kubecd/bdd-gh-1588665505,0,2020-05-05T07:58:33Z,2020-05-05T08:07:04Z
equinix-labs/forte,1,2023-06-28T20:45:41Z,2023-12-15T20:23:10Z
astarte-platform/astarte-kubernetes-operator,22,2019-03-18T16:00:15Z,2025-10-01T09:18:08Z
jenkins-x-buildpacks/jenkins-x-kubernetes,83,2018-11-19T17:32:36Z,2021-11-10T11:52:25Z
simpleusd/istio,0,2022-05-08T19:32:27Z,2022-05-08T19:47:04Z
cb-kubecd/bdd-gh-1600886681,0,2020-09-23T18:44:44Z,2020-09-23T18:44:49Z
charansrisai03/bookmyevent,0,2024-11-06T06:31:00Z,2025-02-03T16:48:15Z
cb-kubecd/bdd-sbhg-import-1584897496,0,2020-03-22T17:41:12Z,2020-03-22T17:46:52Z
cb-kubecd/bdd-sbhg-import-1582492880,0,2020-02-23T21:28:02Z,2020-02-23T21:35:09Z
UQThesisENGG7817/services-gitops,0,2024-02-25T13:59:04Z,2024-10-18T23:40:43Z
Ascend-Technologies/OpenCTI-HELM-CHART,15,2021-06-02T20:19:02Z,2023-08-31T12:48:38Z
cb-kubecd/bdd-gh-1584168172,0,2020-03-14T06:54:42Z,2020-03-14T07:05:18Z
ADesprets/cp4i-install,3,2022-05-30T08:47:04Z,2025-10-07T13:18:59Z
cb-kubecd/bdd-gh-1583333859,0,2020-03-04T15:36:00Z,2020-03-04T15:52:52Z
TGrande92/docker_proj1,1,2023-10-10T02:57:34Z,2023-12-05T01:11:03Z
fminna/mycharts,21,2023-03-15T10:39:40Z,2024-11-11T11:07:36Z
olesiapoz/sata,0,2023-12-22T18:15:55Z,2025-02-18T18:27:05Z
VuTLy/learn_kubernetes,0,2025-06-06T02:19:08Z,2025-06-10T01:39:22Z
QTNetModernization-5000-Repos/k8s-monitoring_1,0,2025-05-30T16:23:26Z,2025-05-30T16:23:29Z
cb-kubecd/bdd-nh-1584319310,0,2020-03-16T01:06:58Z,2020-03-16T01:16:17Z
cb-kubecd/bdd-gh-1585500187,0,2020-03-29T16:57:52Z,2020-03-29T17:06:16Z
cb-kubecd/bdd-nh-1584727300,0,2020-03-20T18:14:17Z,2020-03-20T18:18:50Z
GrexPTP/mlrun-manifest,0,2023-09-06T09:24:17Z,2023-09-06T09:31:28Z
cb-kubecd/bdd-nh-1584731113,0,2020-03-20T19:07:27Z,2020-03-20T19:40:32Z
istio-ecosystem/sail-operator,84,2024-02-26T22:05:25Z,2025-10-07T13:10:27Z
google/google-ctf,4794,2018-04-27T15:56:03Z,2025-10-01T22:35:28Z
