Owner,Project,File Path,Is Helm Template,apiVersion,ScaleTargetRef Kind,Has Behavior,Behavior ScaleUp StabilizationWindow,Behavior ScaleUp SelectPolicy,Behavior ScaleUp Policies,Behavior ScaleDown StabilizationWindow,Behavior ScaleDown SelectPolicy,Behavior ScaleDown Policies,MinReplicas,MaxReplicas,Metric Type,Metric Name,Target Kind,Target Value,ContainerResource Container
aairom,contextforge-demo,k8s/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,70,
aairom,contextforge-demo,k8s/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,memory,Utilization,80,
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",2,50,Resource,cpu,Utilization,70,
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",2,50,Resource,memory,Utilization,75,
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",2,50,ContainerResource,cpu,Utilization,60,app
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",2,50,Pods,http_requests_per_second,AverageValue,20.0,
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 5, ""periodSeconds"": 60}]",2,50,External,external_slo_latency_p95_ms,AverageValue,250.0,
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 20, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",1,100,External,queue_messages_ready,AverageValue,100.0,
revjkee,aethernova,core-systems/aethernova-chain-core.backup.emergency.8989.30540362/ops/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 20, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 60}]",1,100,Resource,cpu,Utilization,70,
VasuKotha2,Devops-Important-Docs,K8s/46.HorizontalPodAutoscaler.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,10,resource,cpu,Utilization,80.0,
HSLdevcom,digitransit-kubernetes-deploy,roles/aks-apply/files/prod/digitransit-ui-matka-v3-hpa-prod.yml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",600,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 600}]",2,10,Resource,cpu,Utilization,50,
leedonggyu1848,image-trans,provisioning/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,External,kafka_consumergroup_lag,Value,2.0,
deib-polimi,serverless-sock-shop,deploy/sock-shop-openfaas/hpa/user-svc-login.yaml,False,autoscaling/v2beta2,Deployment,True,15.0,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 15}]",15,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 15}]",1,20,Resource,cpu,Utilization,50,
alpfr,netpune-graph,ai-governance-dashboard/jhb-streampulse/eks/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,5,Resource,cpu,Utilization,70,
alpfr,netpune-graph,ai-governance-dashboard/jhb-streampulse/eks/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,5,Resource,memory,Utilization,80,
VrushankPatel,auctionflow,infrastructure/k8s/k8s/auction-payments-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,70,
2bxtech,fitlife-personalization-engine,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,70,
2bxtech,fitlife-personalization-engine,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 30}]",300,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
2bxtech,fitlife-personalization-engine,k8s/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,70,
maurizb,guess-game_k8s,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,50,
maurizb,guess-game_k8s,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,memory,Utilization,50,
gintatkinson,xgai-cogctrl,manifests/kpi_value_apiservice.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,20,Resource,cpu,Utilization,80,
zepedrotrigo,ecommerce-kubernetes-deployment,charts/django/auto-scaling.yaml,False,autoscaling/v2beta2,Deployment,True,,,,300,,,1,3,Resource,cpu,Utilization,70,
Valynt,ValueOS,infra/k8s/base/agents/analysis-agents-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 6, ""periodSeconds"": 30}]",180,Min,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 90}]",3,10,External,agent_queue_depth,AverageValue,6.0,
Valynt,ValueOS,infra/k8s/base/agents/analysis-agents-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 6, ""periodSeconds"": 30}]",180,Min,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 90}]",3,10,Resource,cpu,Utilization,65,
Valynt,ValueOS,infra/k8s/base/agents/analysis-agents-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 6, ""periodSeconds"": 30}]",180,Min,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 90}]",3,10,Resource,memory,Utilization,75,
AFKD98,LLM_devops,config/generated_configs/dask/codellama7binstruct_rag/level_5/config_10.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
AFKD98,LLM_devops,config/generated_configs/dask/codellama7binstruct_rag/level_5/config_10.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,3,8,Resource,cpu,,,
davidx345,smart-contract-rewriter,k8s/07-frontend.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",2,5,Resource,cpu,Utilization,70,
tikalk,argocd-demo,base/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,2,,,,,
alero-awani,eks-internals,manifests/modules/autoscaling/workloads/hpa/hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,4,resource,cpu,Utilization,80.0,
kushagra023,K8s_Deploy,backend/backend-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,50,
cindy1995up,k8s-guide-learner,hpa_nginx_behavior_default.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",1,5,Resource,cpu,Utilization,50,
mahangoekhan,auftrag_9.3,HPA.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,80,
mahangoekhan,auftrag_9.3,HPA.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,memory,Utilization,80,
wnii22choi,TeamProject-2-HUPA,Yaml/tomcat-main.yaml,False,autoscaling/v1,Deployment,False,,,,,,,2,10,resource,cpu,Utilization,50.0,
ViniciosLugli,hpa-kubernetes-example,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 15}]",60,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 15}]",1,10,Resource,cpu,Utilization,50,
magnonta,server-rest,k8s/serverest/04-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 30}]",60,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,50,
magnonta,server-rest,k8s/serverest/04-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 30}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 30}]",60,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
rakugama,emwcon-demo,hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,70,
ulrichdohou,k8s-orsys-ube,cluster/scaling.window.yaml,False,autoscaling/v2,Deployment,True,30.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",60,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,50,
sysnet4admin,_Lecture_k8s_learning.kit,A/A.022/sample-hpa/sample-hpa-external.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,External,<metrics-name>,AverageValue,30,
Shivansh-00,Multi-Cloud-Intelligent-Traffic-Router,deploy/kubernetes/base/sample-app-gcp.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",120,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
Shivansh-00,Multi-Cloud-Intelligent-Traffic-Router,deploy/kubernetes/base/sample-app-gcp.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",120,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",2,10,Pods,http_requests_per_second,AverageValue,10.0,
menoncello,dev-workflow,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,cpu,Utilization,70,
menoncello,dev-workflow,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,10,Resource,memory,Utilization,80,
menoncello,dev-workflow,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}]",2,5,Resource,cpu,Utilization,80,
menoncello,dev-workflow,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 25, ""periodSeconds"": 60}]",2,5,Resource,memory,Utilization,85,
Rapha-Borges,PICK-Programa-Intensivo-em-Containers-e-Kubernetes,Kubernetes/Day-13/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Pods"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Pods"", ""value"": 100, ""periodSeconds"": 15}]",1,3,Resource,cpu,Utilization,50,
Rapha-Borges,PICK-Programa-Intensivo-em-Containers-e-Kubernetes,Kubernetes/Day-13/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Pods"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Pods"", ""value"": 100, ""periodSeconds"": 15}]",1,3,Resource,memory,Utilization,50,
Rapha-Borges,PICK-Programa-Intensivo-em-Containers-e-Kubernetes,Kubernetes/Day-13/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Pods"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Pods"", ""value"": 100, ""periodSeconds"": 15}]",1,3,ContainerResource,cpu,Utilization,50,giropops-senhas
StableExo,TheWarden,k8s/services/scanner/deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 120}]",3,20,Resource,cpu,Utilization,70,
StableExo,TheWarden,k8s/services/scanner/deployment.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 120}]",3,20,Resource,memory,Utilization,80,
progressiveOverload,wingie-devops-case,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,3,Resource,cpu,Utilization,25,
ishaangulati8,serverless-gpu-inference,hpa.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,3,Pods,DCGM_FI_DEV_GPU_UTIL,AverageValue,80,
wilianflima321-glitch,meu-repo,cloud-web-app/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",3,20,Resource,cpu,Utilization,70,
wilianflima321-glitch,meu-repo,cloud-web-app/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,Min,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 60}]",3,20,Resource,memory,Utilization,80,
wilianflima321-glitch,meu-repo,cloud-web-app/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",600,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 120}]",2,50,Resource,cpu,Utilization,60,
wilianflima321-glitch,meu-repo,cloud-web-app/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",600,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 120}]",2,50,Resource,memory,Utilization,70,
wilianflima321-glitch,meu-repo,cloud-web-app/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 200, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 10, ""periodSeconds"": 15}]",600,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 120}]",2,50,Pods,websocket_connections,AverageValue,100.0,
nethmiweedeakin,giftzyJenkins,k8s/hpa.yml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,70,
Aymenmz,order-processing-system,deployments/kubernetes/order-service.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,15,Resource,cpu,Utilization,70,
Aymenmz,order-processing-system,deployments/kubernetes/order-service.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,15,Resource,memory,Utilization,80,
EmilyThaHuman,FirecrawlSelfHosted,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,20,Resource,cpu,Utilization,70,
EmilyThaHuman,FirecrawlSelfHosted,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",3,20,Resource,memory,Utilization,80,
EmilyThaHuman,FirecrawlSelfHosted,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}]",5,50,Resource,cpu,Utilization,75,
EmilyThaHuman,FirecrawlSelfHosted,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 20, ""periodSeconds"": 60}]",5,50,Resource,memory,Utilization,80,
rahilsoft,armanvarzesh-v128,k8s/backend-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,60,
jamelt,annobib,infra/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
jamelt,annobib,infra/k8s/base/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
FANKAO-PROJECTS,Development-Toolkit,devops/kubernetes/kubernetes-for-developers/6-resource-management/6.2_HPA/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,20,
silverbirder,gihyo-docker-kuberbetes,ch08/ch08_3_2/hpa.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,3,Resource,cpu,,,
llmdeveloper47,llm-query-expansion,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
llmdeveloper47,llm-query-expansion,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
llmdeveloper47,llm-query-expansion,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Pods,request_latency_seconds,AverageValue,2.0,
jospaquim,Software-Architecture-Lab,src/EDA/kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",3,15,Resource,cpu,Utilization,70,
jospaquim,Software-Architecture-Lab,src/EDA/kubernetes/hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,Min,"[{""type"": ""Percent"", ""value"": 50, ""periodSeconds"": 60}, {""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",3,15,Resource,memory,Utilization,80,
dipinthomas,k8s-autoscaling,020-045/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,External,rabbitmq_queue_messages,AverageValue,10.0,
Rackal337,k8s,hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,2,5,Resource,cpu,Utilization,50,
voxmaster,kube-synchro-scale,examples/complex.yaml,False,autoscaling/v2beta2,Deployment,True,60.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",60,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",1,10,Pods,synchro_scale_coefficient,AverageValue,1000.0,
evankanderson,knative-config-packaging,base/knative-eventing/knative-eventing/1.0.2/4-mt-channel-broker.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,70,
evankanderson,knative-config-packaging,base/knative-eventing/knative-eventing/1.0.2/4-mt-channel-broker.yaml,False,autoscaling/v2beta2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,70,
hnrm110901-cell,zhilian-os,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",2,10,Resource,cpu,Utilization,70,
hnrm110901-cell,zhilian-os,k8s/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,,"[{""type"": ""Pods"", ""value"": 2, ""periodSeconds"": 60}]",300,,"[{""type"": ""Pods"", ""value"": 1, ""periodSeconds"": 120}]",2,10,Resource,memory,Utilization,80,
hnrm110901-cell,zhilian-os,k8s/hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,5,Resource,cpu,Utilization,70,
yoskeoka,gihyo-docker-kuberbetes,ch08/ch08_3_2/hpa.yaml,False,autoscaling/v2beta1,Deployment,False,,,,,,,1,3,Resource,cpu,,,
AgnerLoss,Descomplicando_Kubernetes,day-13-autoscaling/giropops-hpa.yaml,False,autoscaling/v2,Deployment,True,0.0,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}]",3,10,Resource,cpu,Utilization,50,
saint2706,Attendance-Management-System-Using-Face-Recognition,k8s/overlays/production/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,cpu,Utilization,70,
saint2706,Attendance-Management-System-Using-Face-Recognition,k8s/overlays/production/hpa.yaml,False,autoscaling/v2,Deployment,True,60.0,Max,"[{""type"": ""Percent"", ""value"": 100, ""periodSeconds"": 15}, {""type"": ""Pods"", ""value"": 4, ""periodSeconds"": 15}]",300,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",2,10,Resource,memory,Utilization,80,
saint2706,Attendance-Management-System-Using-Face-Recognition,k8s/overlays/production/hpa.yaml,False,autoscaling/v2,Deployment,True,,,,600,,"[{""type"": ""Percent"", ""value"": 10, ""periodSeconds"": 60}]",1,5,Resource,cpu,Utilization,75,
XITASO,thesis-scalability-of-aas-solutions,impls/basyx/sm-reg.yml,False,autoscaling/v2,Deployment,True,10.0,,,10,,,1,1,Resource,cpu,Utilization,50,
raut-sanket,gke-production-cluster-setup,manifests/apps/dex-frontend.yaml,False,autoscaling/v2,Deployment,True,,,,300,,,2,6,Resource,cpu,Utilization,75,
hyder51,k8s-manifest-repo,base/flask-hpa.yaml,False,autoscaling/v1,Deployment,False,,,,,,,1,5,resource,cpu,Utilization,30.0,
GracjanKoscinski,Keycloak_NEXT_SQL,projekt/kubernetes/postgres-hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,1,10,Resource,cpu,Utilization,50,
corngang,TicketService_FastAPI_Streamlit,manifests/login_hpa.yaml,False,autoscaling/v2,Deployment,False,,,,,,,3,10,Resource,cpu,Utilization,70,
